sentences	label
Ik stem dit volmondig toe.	multatuli
Ook my hinderde onder de korrektie herhaaldelyk iets gewrongens in den zinbouw, dat waarschynlyk tot de kritiek van den heer V heeft aanleiding gegeven.	multatuli
Naar m'n beste weten heb ik die fout in de tegenwoordige uitgaaf verbeterd.  	multatuli
* * * * *  	multatuli
En, alsnu terugkomende op de beschuldiging dat ik tot-nog-toe zoo weinig heb tot-stand gebracht ...	multatuli
dit verwyt is zoo dom niet.	multatuli
Men wordt _Doctor in de letteren_ door zulke wapenfeiten.	multatuli
Eilieve, dit heb ik dan toch bewerkt, niet waar, dat personen die bezig waren met kouvatten uit verregaande lauwerloosheid, op-eenmaal hun kalen schedel gedekt voelden met den doktershoed, alleen omdat ze de handigheid hadden gebruikt my 'n paar kwajongensachtige insolenties te zeggen?	multatuli
In een land waar de officieele distinkte zÃ³Ã³ wordt te-grabbel gegooid ...  	multatuli
Het zy zoo!	multatuli
Wat ik _gedaan	multatuli
_ heb, heeren?	multatuli
d wat in den _	multatuli
Havelaar_ geschreven staat.	multatuli
Is dit niet genoeg?	multatuli
Wat deedt _gy_?  	multatuli
Wat ik _gedaan	multatuli
_ heb, nogeens?	multatuli
Ik ving, geheel alleen staande, in dreigend levensgevaar en met opoffering van allen welstand, den stryd aan tegen lieden van _uwe_ soort, d.i. tegen het _Onrecht_.	multatuli
Gaat heen en doet desgelyks!  	multatuli
Dat overigens m'n streven niet bekroond werd	multatuli
dat ik nog altyd het gemakkelyk te raken--en debiet belovend--mikpunt ben van de eerste de beste nulliteit die 't ambacht van frazenmaken eenigszins meent te verstaan--al zy 't dan ook dÃ¡Ã¡rmee vaak povertjes gesteld--en dat, wat meer zegt, de toestand in IndiÃ	multatuli
«n ellendiger is dan ooit ... mag men dit _my_ wyten?	multatuli
Ik deed, meen ik, wat 'n mensch in de gegeven omstandigheden doen kÃ²n, en zeker meer dan eenig Nederlander.	multatuli
Het schimpen op de betrekkelyke onvruchtbaarheid van m'n pogen herinnert aan den wrevel der matrozen van Columbus in September 1492.	multatuli
Ook dÃ t gepeupel schold z'n admiraal uit.	multatuli
Of ze doktoren in de letteren geworden zyn, weet ik niet.  	multatuli
Geen vrucht alzoo van m'n werk?	multatuli
Het is hier de plaats niet, den invloed nategaan dien ik uitoefende op heel ander terrein dan de zaken van Indie.	multatuli
Ik ben zoo vry te gelooven dat m'n geschriften heilzame beweging hebben uitgewerkt op zedelyk en godsdienstig ...	multatuli
laat me liever zeggen op _intellektueel_ gebied.	multatuli
Van vele zyden ontving ik blyken dat ik menigeen tot denken heb gebracht.	multatuli
Wie 't betwyfelt of ontkent, gelieve het te zeggen, en noeme evenals de zeer edele heeren A.B. Cohen Stuart en Van Vloten, z'n naam er by, om behoorlyk de schande te dragen van z'n platte jalouzie.  	multatuli
namelyk meen ik voor 'n groot deel den toon te moeten toeschryven, waarop sedert eenigen tyd sommige publicisten--of luÃ® die 't worden willen--m'n werken en m'n persoon aanvallen.	multatuli
Die toon is gewoonlyk wat te laag voor 't onderwerp.  	multatuli
Dat ik niet de eenige ben, die by 't lezen van stukken als die van _Doctor	multatuli
Van Vloten aan jaloersheid	multatuli
denk, blykt o.a. uit het hartig artikel van den heer J. Versluys, in _	multatuli
't Schoolblad_ van 19 Januari 1875, waar de animoziteit van dien godgeleerde in verband wordt gebracht met het stuk over _Vrye Studie_ dat in m'n IIIn bundel _Ideen_ voorkomt.	multatuli
Dat onderwerp namelyk was ook door Dr Van Vl. behandeld, en schynt onder zyn handen niet veel opgang gemaakt te hebben.	multatuli
Kan _ik_ dit helpen?	multatuli
Zeker is 't dat ik na 't verschynen _myner	multatuli
verhandeling sporen begon waartenemen van de hatelyke stemming die nu blykt	multatuli
jegens my te bestaan.	multatuli
Vroeger was ik 't allerliefst gekwalificeerd:	multatuli
"_slachtoffer van indisch wanbestuur en hollandsche lamlendigheid_.	multatuli
" Wat ik nu ben, weet ik niet recht.	multatuli
Een prulschryver, denk ik, wiens werken moeten verdrongen worden om wat ruimte te verschaffen aan de hyperaesthetische produkten der pen van Dr V. Vl.	multatuli
Wie z'n "_Bloemlezing_" onderzoekt, zal deze gissing nog-al aannemelyk vinden.	multatuli
Op de blykbare oneerlykheid in dat prachtstuk van letterkundigen arbeid wyst dan ook zeer ten-rechte de heer _Versluys_.	multatuli
Mr Vosmaer--gewis toch een onzer eerste dichters, als-i niet _de_ eerste is--wordt door den verheven Bloemlezer in den ban gedaan.	multatuli
Die auteur had zich verstout myn werk	multatuli
in z'n "_Zaaier_" te pryzen, en mocht dus geen bloemen leveren.  	multatuli
Doch ook zonder eigenlyken _broodnyd_, sedert eenigen tyd is 't schelden op my 'n _mÃ©	multatuli
tier_ en 'n _tic_ geworden.	multatuli
Het aantal brochuretjes en "Overdrukjes" dat aan dusdanige spekulatie z'n aanzyn te wyten heeft, is legio, en levert een treurig blyk van armoed aan scheppingsvermogen.	multatuli
Wie niet in-staat is zelf iets degelyks voorttebrengen, tracht evidentie--en honorarium!--optedoen door 't knagen aan den arbeid van 'n ander.	multatuli
Men zou haast op 't denkbeeld komen dat ikzelf hiertoe den weg wees in m'n _Idee_ 219, wanneer men niet wist dat wespen, rupsen, en paalwormen zoo oud zyn als vruchten, loof en zeeschoejing.  	multatuli
Maar jammer is 't!	multatuli
Dat de Van Vlotens, e.d. zulke manoeuvres noodig hebben om 'n uitgever te bewegen tot het riskeeren van "Overdrukjes" uit hun niet zeer verspreide tydschriften, is begrypelyk.	multatuli
Ook vereert het me zeer, zÃ³Ã³veel opgang te maken dat daarvan nog altyd iets kan afvallen om 'n ander te helpen aan _relief_, al schikt het me niet altyd dat teeren op afval in de hand te werken door serieuze beantwoording van dergelyk geschryf.	multatuli
Toch verbind ik me niet tot voortdurend zwygen, maar 't zou me aangenaam zyn indien anderen de niet moeielyke taak op zich namen ...	multatuli
het verschil te doen	multatuli
in 't oog vallen tusschen wespen en ooft.	multatuli
My_ wordt door zulke Ã l te goedkoope bewysvoering de stemming bedorven, en dit is jammer voor myzelf en den lezer.	multatuli
Men begrypt immers hoe ik, bezig met het schetsen van iets liefelyks, met viesheid de pen	multatuli
my de gedachte overvalt dat wezens als _Van Vloten_ zich gereed maken m'n werk te bevuilen?	multatuli
Ik meen te goed te zyn om zulk volkjen aan verkoopbare kopie te helpen, en zeker zou 't my 'n kwart-eeuw geleden, toen ik den Lebakschen stryd streed, bevreemd hebben indien iemand my voorspeld had dat er nÃ 't openbaren van m'n pogen en streven, aanleiding zou bestaan tot zoo'n verklaring!	multatuli
Het strekt waarlyk 't lezend Publiek niet tot eer, dat sommigen een toon tegen my durven aanslaan alsof _Havelaar_ een der hunnen was.	multatuli
Zoolang dit opgaat, beweer ik dat men--ouder gewoonte--slecht gelezen heeft.	multatuli
Anders toch zou men niet gedoogen dat 'n stryd die zoo ridderlyk werd aangevangen en voortgezet, ten-behoeve van zeker soort van belanghebbenden werd overgebracht op 'n mestvaalt.	multatuli
Hartelyk dank!  	multatuli
Ik kan op m'n woord verzekeren dat dit in de meest letterlyken zin een der oorzaken is van de herhaalde vertraging in de _	multatuli
Geschiedenis van Woutertje_.  	multatuli
Volgens de laatste berichten uit IndiÃ	multatuli
«n is Lebak een woesteny.	multatuli
Geheele dorpen zyn uitgestorven.    	multatuli
NIEDER-INGELHEIM  Augustus, 1881.   	multatuli
* * * * *  	multatuli
De verdeeling in hoofdstukken is 'n toevoegsel van den heer Van Lennep.	multatuli
Ikzelf namelyk was, vooral in 1860, niet schryversachtig genoeg om zooveel reglement te brengen in m'n pleidooi, en blyf gelooven dat die indeeling, uit 'n letterkundig oogpunt zonder schade kon gemist worden.	multatuli
Juist in de onafgebroken opvolging der stukken van Droogstoppel en van Stern, ligt iets pikants dat door 't onverwachte van den overgang den lezer wakker houdt of ... maakt.	multatuli
Doch de ondervinding leerde my dat het aanhalen van zekere passages gemakkelyk wordt gemaakt door de nummering der hoofdstukken, en ik laat daarom die indeeling bestaan.   	multatuli
Het "_Poolsche koffihuis_" was, of is nog, 'n druk bezochte inrichting in de Kalverstraat te Amsterdam, en vooral 'n verzamelingspunt voor zekere klassen van beursgangers.   	multatuli
_Dass er_--de jonge Stern--_bei uns	multatuli
speisen kann_.	multatuli
Aldus heeft zekere _Herr_	multatuli
Stromer, in z'n zoogenaamde vertaling van den _	multatuli
Havelaar_ deze woorden overgezet.	multatuli
Wanneer men nu nog daarby verneemt dat die snuggere letterman blyk geeft geen verschil te kennen tusschen de woorden _pantalon_ en _pantoffel	multatuli
_, dat hy "witte mieren" verandert in _schweinsnieren_, enz. enz. zal men de waarde van z'n werk kunnen beoordeelen.	multatuli
Hy heeft bovendien omstreeks 2/5 van 't boek _mir nichts dir nichts_ doodeenvoudig weggelaten, en alzoo 't heele boek tot onzin gemaakt.	multatuli
Ik stel voor, hem tot beroemde buitenlandsche schryver te benoemen.  	multatuli
Ook de fransche vertaling van _Nieuwenhuis_ en _Crisafulli_ laat zeer veel te wenschen over, maar zÃ³Ã³ slecht als de duitsche kon ze nu eenmaal niet worden.	multatuli
De engelsche bewerking van myn nobelen Alphons Nahuys	multatuli
daarentegen is goed, en wordt ook in Engeland geprezen.   	multatuli
Het is er ver vandaan dat ik alles zou afkeuren wat ik Droogstoppel in den mond leg.	multatuli
Hy "hield zich niet op" met versjes van de soort als hier volgt.	multatuli
Welnu, _ik_ ook niet!	multatuli
't Verschil ligt in den grond waaruit zoodanige tegenzin voortspruit.	multatuli
Dat een jong vurig naar _poÃ«zie_ dorstend hart, misleid door de biologie van opgedrongen letterkundery, misgrypt in z'n eerste pogingen tot uiting, en voor iets wezenlyks houdt wat ten-slotte blykt slechts ydele klank te zyn--"getingel en gejingel" noem ik 't in m'n _Naschrift op de Bruid	multatuli
daarboven_--dit is te vergeven	multatuli
niet alleen, maar een zeer noodzakelyk verschynsel.	multatuli
De eikenstam die bestemd is om gaaf droog hout te leveren moest z'n bestaan aanvangen als sappige tak.	multatuli
Maar de Droogstoppels hadden nooit sap te veel, en hoefden niet te veranderen om te worden	multatuli
wat ze zyn: dor en onbruikbaar.	multatuli
Ze staan niet boven maar beneden de fout van die anderen, en zouden bovendien terstond waarde gaan hechten aan "versjes en zulke dingen" wanneer die produktjes genoteerd stonden op de beurs.  	multatuli
Droogstoppel's realistische ontboezemingen dienen kunnen om _valsche poÃ	multatuli
«zie_ in de gemoederen onzer jongelingschap te knotten, beveel ik z'n boutades van harte in de aandacht van ouders, opvoeders en recensenten aan.	multatuli
Wat _my_ aangaat, als ik kiezen moest tusschen hem en zeker soort van verzenmakers ...	multatuli
nu, toch koos ik hÃ¨m niet!	multatuli
Maar ik erken dat die rechtvaardigheid me zwaar vallen zou.   	multatuli
Welk gedicht kan hier bedoeld zyn?	multatuli
De chronologische volgorde verbiedt ons hier te denken aan:	multatuli
"_de laatste dag der Hollanders op Java_", door Sentot, want dat stuk is nÃ den _	multatuli
Havelaar_ geschreven, en misschien wel onder den indruk van den _	multatuli
Daar ik Sjaalmans pak niet by de hand heb, en toch gaarne den lezer in staat stellen wil zich 'n denkbeeld te vormen van Droogstoppels verontwaardiging, neem ik verlof dien arbeid van Sentot aan de Natie voor oogen te leggen.	multatuli
Het zal den toekomstigen geschiedschryver aangenaam zyn te kunnen bewyzen dat het niet aan waarschuwingen ontbroken heeft.  	multatuli
Er zyn er die beweren dat myn vriend	multatuli
S.E.W. Roorda van Eysinga om 't vervaardigen van dit stuk uit Indie verbannen is.	multatuli
De heer Van der Wyck, Raad van Indie en als zoodanig een der voorstanders van die uitzetting, heeft dit ontkend.	multatuli
Ook andere regeeringsmannen loochenen het verband tusschen _	multatuli
Roorda's_ verdrietig en onverdiend omzwerven.	multatuli
Sommige waren van gedachte dat deze duisterheid zou opgehelderd worden by de behandeling van Roorda's zaak in de Tweede Kamer, waar overlegging kon verwacht worden en _geÃ«ischt_, want het Regeerings-Reglement schryft dat overleggen voor van 't besluit waarby de gezagsdaad was uitgevoerd.	multatuli
Maar de Minister Fransen v.d. Putte meende te kunnen volstaan met de aanbieding van een _extrakt_ uit die beschikking, en de leden der Kamer berustten alweer in die onwettigheid.	multatuli
Vrage: wat stond er in 't achtergehouden deel van dat dokument?	multatuli
Iets over _Sentot's_ Vloekzang?	multatuli
Misschien die Vloekzang zelf?	multatuli
Bestond er wellicht zeker schuldbesef dat angstig maakte voor de openbaring van dat stuk?	multatuli
In dit geval is de toeleg niet gelukt, want--al zy 't dan dat R.V.E. zelf nooit de hand leende tot de publikatie--het verscheen herhaaldelyk in druk, en ikzelf vond het meer dan eens opgenomen in provinciale blaadjes.	multatuli
Zoowel om de edele verontwaardiging die er in schittert, als om de letterkundige verdiensten, vinde het hier een blyvende plaats.	multatuli
Reeds elders maakte ik de opmerking dat het in gloed en in kracht van uitdrukking zegevierend de vergelyking kan doorstaan met de beroemde imprekatie van Camille.  	multatuli
DOOR SENTOT  Zult	multatuli
gy nog langer ons vertrappen.	multatuli
Uw hart vereelten door het geld, En, doof voor de eisch van recht en rede, De zachtheid tergen tot geweld?  	multatuli
Dan zy de buffel ons ten voorbeeld	multatuli
moÃª, de hoornen wet, Den wreeden dryver in de lucht werpt En met zyn lompen poot verplet.  	multatuli
Dan schroeie de oorlogsvlam uw velden, Dan roll' de wraak langs berg en dal, Dan styg' de rook uit uw paleizen, Dan trill' de lucht van 't moordgeschal.  	multatuli
Dan zullen wy onze ooren streelen Aan uwer vrouwen klaaggeschrei	multatuli
En staan, als juichende getuigen, om 't doodsbed van uw dwinglandy.  	multatuli
Dan zullen wy uw kindren slachten En de onzen drenken met hun bloed	multatuli
Opdat der eeuwen schuld met rente, Met woekerwinste word' vergoed.  	multatuli
En als de zon in 't Westen neerdaalt, Beneveld door den damp van 't bloed, Ontvangt zy in het doodsgerochel	multatuli
De laatste Hollandsche afscheidsgroet.  	multatuli
En als de nachtelyke sluier	multatuli
De rookende aard heeft overdekt, De jakhals de nog lauwe lyken Dooreenwoelt, afknaagt, knabbelt, lekt...  	multatuli
Dan voeren wy uw dochters henen, En elke maagd wordt ons een boel, Dan rusten we aan haar blanke boezems Van moordgetier en krygsgewoel.  	multatuli
En als haar schand zal zyn voltrokken, Als wy ons hebben moÃª gekust, Als elk tot walgens toe verzadigd, Het hart van wraak, het lyf van lust...  	multatuli
Dan tygen wy aan 't banketteeren, En de eerste toast is:	multatuli
"'t Batig Slot!	multatuli
De tweede toast:	multatuli
"aan Jezus Christus!	multatuli
De laatste dronk:	multatuli
"aan NeÃªrlands God!"  	multatuli
En als de zon in 't Oosten opdaagt, Knielt elk Javaan voor Mahomed, Wyl hy het zachtste volk der aarde	multatuli
Van Christenhonden heeft gered."  	multatuli
De opmerkzame lezer ziet dat de brave Droogstoppel ongelyk had in z'n verontwaardiging over dit--of 'n dergelyk--stuk.	multatuli
Ook had Fransen van de Putte het besluit der Regeering, waarby de heer R.v.	multatuli
E. verbannen werd, in alle gerustheid integraal kunnen overleggen.	multatuli
_Sentot_ zegt immers niet dat dit alles zoo wezen zÃ l.	multatuli
Hy waarschuwt slechts dat het geschieden _zou_, indien de Hollanders voortgingen hun "_hart te laten vereelten door 't geld, en den Javaan te vertrappen_.	multatuli
" Daar nu dit geval --vooral na de oprichting der Javaannutmaatschappy en al 't geredekavel in de Kamer--ondenkbaar is, zal de zaak veel beter afloopen dan Sentot in 'n wanhopig oogenblik meende.  	multatuli
Voor wien 't niet weet, hier de mededeeling dat de pseudoniem _Sentot_ niet byzonder ongepast de herinnering in 't leven roept aan den javaschen oorlog.	multatuli
namelyk was in zeer letterlyken	multatuli
de _nom de guerre_ van Alibassa Prawiro Dirdjo, 't uitstekendst legerhoofd van de "muitelingen"	multatuli
zooals de party van Diepo Negoro in chauvinistisch hollandsch genoemd werd, een vertalingsfout waaraan zich ook de Spanjaarden schuldig maakten jegens de Nederlanders, toen _dezen_ zich van indelikate vreemdelingen trachtten te ontslaan.	multatuli
De meer of mindere juistheid van zoodanige uitdrukkingen hangt dikwyls af van geografische ligging, dagteekening, huidskleur, geloof, en behoefte aan batige saldo's.	multatuli
De muiters van gister zyn dikwyls de helden en martelaren van vandaag.	multatuli
(*)  	multatuli
De moedige Atjineezen die hun land verdedigen, heetten tegenwoordig "kwaadwilligen."  	multatuli
Wat overigens die Sentot betreft, men heeft hem na afloop van den Javaschen oorlog te vriend gehouden.	multatuli
Hy heeft z'n laatste levensjaren gesleten als gepensionneerde van den nederlandschen Staat, en z'n krygslieden werden by 't ned. ind. leger ingelyfd, doch niet _en corps_ ... wat zyn goede reden had.	multatuli
Nog in myn tyd--die wat Indie aangaat, een aanvang nam in Januari 1839--onderscheidden zich de uit Sentot's _Barissan_ (geregelde troepen) afkomstige soldaten door goed gedrag, tucht en militaire houding.	multatuli
Het was niet zeldzaam, by inspektien of parades, een hoofdofficier, by 't wyzen op 'n flinken kerel, te hooren zeggen:	multatuli
"Dat is nog een man van _Sentot_!	multatuli
_Romancen in 't maleisch_.	multatuli
Ik laat nu daar wat Droogstoppel kan onder de oogen gehad hebben, doch zeker is 't dat ik den zang van _SaÃ¯djah_ die in deze uitgaaf voorkomt op blz. 281, (alinea die begint met:	multatuli
"zie hoe de badjing", M.D.) oorspronkelyk in 't _maleisch_ geschreven heb.	multatuli
Waar dat stuk beland is, weet ik niet, en op dit oogenblik zie ik geen kans het in die taal te maken.	multatuli
Waarschynlyk ligt het in een der koffers of pakken papieren die ik na m'n vertrek van _Lebak_, op m'n verdrietige Odyssee hier-en-daar moest achterlaten, en wieromtrent ik den lezer verwys naar _	multatuli
Idee_ 951.	multatuli
Ik denk dat bedoeld stuk voor den dag zal komen na m'n dood, als ik niet meer daar wezen zal om te vragen	multatuli
hoe men er aan gekomen is?	multatuli
Dat er overigens zal gespekuleerd worden in nagemaakt-posthume artikelen, spreekt in onze eeuw van vervalsching vanzelf.	multatuli
En wanneer het te voorzien was dat die sofistikatie zich bepalen zou tot schryvery, kon men de zaak dragelyk vinden voor 'n doode.	multatuli
Maar de goocheltoeren die men aan den man brengen zal omtrent m'n leven, handelwys, karakter!	multatuli
Reeds nu lees en verneem	multatuli
ik dagelyks voorvallen die _my_ betreffen, gebeurtenissen waarin _ik_ 'n hoofdrol speel, en die myzelf grooter verrassing baren dan ze ooit kunnen teweegbrengen by ieder ander.	multatuli
De vertellingen die over my in omloop zyn--ook de niet boosaardige--loopen voor ieder die me _	multatuli
werkelyk kent_, in 't koddige	multatuli
... neen, in _	multatuli
't idiote_!	multatuli
Geenszins nu ter adstraktie hiervan, maar alleen om te doen blyken	multatuli
_comment on Ã©	multatuli
, hier de opmerking dat zekere Bloemlezer nu reeds, slechts zeven-en-dertig jaar na m'n vertrek naar Indie, goedvindt dat vertrek 'n paar jaar te verschuiven.	multatuli
Vrage welke stiptheid is er te wachten in de chronologische rangschikking der chinesche dynastien, en vooral welke wetenschappelyke en moreele integriteit in karakterbeschryving?	multatuli
Toch is er leering te trekken uit de hier bedoelde fout.	multatuli
Door 't opmerken van zulke _blunders_, gewenne zich de lezer aan de vraag:	multatuli
"man, bloemlezer, _weet_ je wel wat je beweert ons te willen leeren?	multatuli
Zoo neen, waar bemoei je je mee?   	multatuli
Voor gelykluidend met het oorspronkelyke geteekend_.	multatuli
Dit is werkelyk het geval met de bewysstukken die ik zoowel in den _	multatuli
Havelaar_ als in de _	multatuli
Minnebrieven_ overleg, Op gelyke wys heb ik de echtheid van meer andere stukken doen staven, in de meening dat men eenmaal daarnaar onderzoek zou doen.	multatuli
Maar nooit heeft iemand die moeite genomen, wat me zeer karakteristiek voorkomt.	multatuli
Het spreekt vanzelf dat ik nog altyd bereid ben inzage van bedoelde stukken te geven aan ieder die blyk zal geleverd hebben dat het hem om waarheid te doen is.	multatuli
Voorloopig bepaal ik my tot herhaling der sommatie aan _Duymaer van Twist_ om te beweren dat de door my als echt voorgestelde stukken verdicht zyn.	multatuli
Zoolang hy dit niet durft, blyf ik eischen _dat er op die stukken Recht worde gedaan_.   	multatuli
Wettig eigendom van den Havelaar_.	multatuli
Droogstoppel voelde berouw dat-i den onnoozelen	multatuli
Sjaalman z'n recht op eigen werk niet ontfutseld had.	multatuli
Waarschynlyk kwam me by 't schetsen van den huichelenden schelm, deze trek noodig voor.	multatuli
En zie, ik wist niet dat ik hier--in zeer beperkten zin altoos	multatuli
--profeet was.	multatuli
Juist op de manier die Droogstoppel hier betreurt niet gevolgd te hebben, is de beschikking over 't boek _	multatuli
Havelaar_ in andere handen overgegaan.	multatuli
De my aangeboden en eigenlyk _opgedrongen	multatuli
_ ondersteuning die strekken zou om me zes maanden rust teverschaffen na m'n ellendig omzwerven, en _om den uitslag van m'n pleidooi aftewachten_, is gebruikt als voorwendsel om den _	multatuli
zÃ³Ã³ te behandelen dat het pleidooi z'n kracht verloor.	multatuli
En dit geschiedde _opzettelyk_.	multatuli
In een aan my gerichten "Brief" verklaart de heer Van Lennep: dat hy 't _populair worden van m'n arbeid wilde tegengaan_, hy die met zooveel vertoon van vurige sympatie	multatuli
my verzocht had de uitgaaf daarvan aan hem optedragen!	multatuli
Toch ben ik aan de rechtvaardigheid verplicht den lezer te waarschuwen tegen zekere vereenzelviging van den heer V.L. met den afzichtelyken	multatuli
Toen V.L. _begon_ zich met de Havelaarszaak intelaten, was-i oprecht.	multatuli
Maar gaande-weg begon hy berouw te voelen, en z'n zwakheid nam zÃ³Ã³ de overhand dat-i weldra liever my	multatuli
moet hem zÃ©	multatuli
Ã©r gedaan hebben, want slecht was-i niet!--dan in zyn kring doortegaan	multatuli
voor den beschermer eener zaak die, _zeer ten onrechte_, werd uitgekreten voor iets revolutionnairs.	multatuli
Men zie over dit alles, blz. 17 van _	multatuli
Vrye-arbeid_, uitgaaf 1873, en de Noot op _	multatuli
Wapen van Bern_.	multatuli
In een aldus genoemd gebouw, staande op 't Spui te Amsterdam, werden in myn jeugd boekverkoopingen gehouden.	multatuli
Ik weet niet of dit nog zoo is, en zelfs niet of die inrichting nog bestond in den tyd waarvan Droogstoppel verondersteld wordt te spreken, d.i. een paar jaar na den datum der officieele stukken die in den _	multatuli
Havelaar_ opgenomen zyn.   	multatuli
_Pandeglang en Lebak_.	multatuli
Hier voor 't eerst had ik 't genoegen een paar namen voluit te schryven, die in vorige uitgaven met puntjes verminkt waren.	multatuli
Tot op dit oogenblik toe kende een zeer groot getal lezers den naam niet van de provincie waar de in _	multatuli
Havelaar_ behandelde voorvallen plaats grepen.	multatuli
Men moest zich vergenoegen met den klank _Leb_.	multatuli
En dat zoo'n storende terughouding nadeelig gewerkt heeft, zoowel op het schilderachtige der voorstelling als op 't betrouwbare van m'n beweringen, spreekt vanzelf.	multatuli
Dit was dan ook 't doel van dat verraderlyk kastreeren.	multatuli
Men zie hierover de zoo-even aangehaalde _Noot op Idee_ 289.	multatuli
De Engelschman Wallace--die _nota bene_ de engelsche vertaling van den _	multatuli
Havelaar_ niet onder de oogen gehad heeft, want dÃ¡Ã¡rin staan namen en datums voluit gedrukt--ontzegt aan m'n werk alle waarde _omdat ik geen plaatsen en dagteekeningen opgeef_.  	multatuli
Men heeft my verzekerd--of 't waar is, weet ik niet--dat de heer Van Lennep m'n handschrift ten-geschenke heeft gegeven aan de _Maatschappy der Nederlandsche Letterkunde_ te Leiden.	multatuli
Indien ik hierin wÃ¨l geÃ¯nformeerd ben, zou dat Genootschap in de gelegenheid zyn te onderzoeken of 't _myn_ schuld is, dat in vorige uitgaven de namen van plaatsen en personen of de dagteekeningen met lafhartige puntjes gespeld zyn?   	multatuli
Groote weg over Java_.	multatuli
Deze weg loopt van _Anjer_, aan straat _Soenda_ gelegen en dus een der westelykste punten, tot aan _Banjoewangie_, dat aan 't Zuidoostelyk uiteinde des lands, tegenover _Bali_ ligt, en is 270 uur gaans lang.	multatuli
Het aanleggen daarvan was een reuzenwerk, en kon dan ook slechts ten-einde worden gebracht door 'n man als Daendels die aan groote wilskracht, verregaande minachting voor byzondere belangen paarde.	multatuli
De blyken die van z'n ruwheid worden verteld, loopen in 't ongelooflyke.	multatuli
Toch zyn er in zekere gevallen menschen van die soort noodig.	multatuli
Ik beweer dat er ook _thans_ behoefte is aan personen die moed en kracht hebben om op eigen verantwoordelykheid te breken met den sleur.	multatuli
Waarlyk, er zyn _heden-ten-dage_ in ons Indie dingen te verrichten, waarby die postweg kinderspel is!	multatuli
Of de Daendels die daartoe verwacht en gewenscht wordt, zou kunnen volstaan met de eigenschappen die 'n zeventig jaar geleden aan de eischen beantwoordden, blyft te betwyfelen.	multatuli
Ik spreek in den tekst van "bezwaren die z'n tegenstanders in 't Moederland hem in den weg legden.	multatuli
" Wat is in Ã²nzen tyd het lot van iemand die in IndiÃ«n iets verbeteren wil?	multatuli
Hoe zwaar Daendels taak ook moge geweest zyn, hy had _niet_ te worstelen met 'n wysneuzige Tweede Kamer en de ministerschappen die uit zoo'n Kamerregeering voortvloeien.  	multatuli
Wat overigens onzen "Maarschalk" aangaat--_marÃ©	multatuli
chal de Hollande_, namelyk, want na de inlyving werd-i teruggezet tot generaal--ook ten zynen opzichte is het te betreuren dat wy Hollanders zoo schraal voorzien zyn van _	multatuli
moire_-litteratuur, een fout die onze Geschiedenis dor maakt, en slechts begrypelyk voor de zoodanigen die, geen oordeel genoeg hebbende tot niet-begrypen, volkomen tevreden zyn met ongerymdheid.	multatuli
De levensloop van Daendels was 'n _drama_.	multatuli
Dit is optemaken uit het weinige dat officieel van hem bekend is, en uit de vele vertellingen die in de _Chinesche kerk	multatuli
] omtrent hem in omloop zyn.	multatuli
Een goedgeschreven levensgeschiedenis van dien man zou licht werpen op 'n belangryk tydvak onzer	multatuli
historie van den patriottentyd af tot de restauratie toe.	multatuli
Op z'n armzalig knoeien by gelegenheid der inlyving van ons landje, wees ik reeds in m'n _Idee_ 515.	multatuli
Wie by 't lezen van die bydrage in 't oog houdt dat onze "Maarschalk van Holland" een gewezen _	multatuli
patriot_ was--en een van de vurigsten!--zou verbaasd staan over 's mans verregaande karakterloosheid, indien niet zyn verbazing uitgeput ware door 't letten op de algemeenheid van die kwaal.	multatuli
Ook in 't zeer belangryk werk van den heer Van Lennep (_het leven van Mr. C.v.	multatuli
L. en Mr. D.J.v.	multatuli
L._(*)) vindt men kostbare maar bedroevende bydragen tot deze waarheid.	multatuli
Wie de Geschiedenis grondiger bestudeert dan uit officieel-goedgekeurde schoolboekjes	multatuli
mogelyk is, zal erkennen dat men zeer zelden in de rei der personen die zy ons te aanschouwen geeft, een _karakter_ aantreft.  	multatuli
Toch blyft het de vraag of men Daendels goed zou beoordeelen, indien men alleen achtsloeg op z'n lamlendig gedrag in de maand Februari 1811.	multatuli
Het wantrouwen waarmee eenige jaren later Willem I hem onderscheidde, schynt aantetoonen dat men hem tot iets buitengewoons in-staat achtte.	multatuli
Z'n benoeming tot gouverneur der Bezittingen op de Goudkust--die heele bezitting stond in belangrykheid beneden menige kontroleursafdeeling op Java!--die benoeming was 'n soort van gevangenschap.	multatuli
Ik weet van goederhand dat hyzelf de zaak dan ook als zoodanig beschouwde.	multatuli
By gelegenheid zal ik eenige staaltjes meedeelen van z'n inborst.	multatuli
Al verdient hy geen plaats onder _beroemde_ mannen, een _vreemde_ verschyning was-i zÃ©ker.	multatuli
Dit is al _iets_ in onzen tyd van jammerlyk ordinarisme!  	multatuli
ZiedÃ¡Ã¡r _MÃ©	multatuli
Toch blyft het by	multatuli
de onmiskenbare waarde van dat werk te betreuren dat de schryver gemeend heeft ...	multatuli
hoe zal ik me uitdrukken?	multatuli
Godbewaarme dat ik schandaal zou aanpryzen, maar de _menschkundige_ lezer voelt by 't volgen van de biografien der beide van Lennepen, dat er hier-en-daar iets moet overgeslagen zyn.	multatuli
