	sentences	label	length	n_words	pos_tag	dependency	trigrams
10	My maxims are, and will always be, Truth and Com mon-sense ; making, of course, an exception with regard to the Holy Scriptures.	droogstoppel	128	23	['X', 'NOUN', 'ADJ', 'SYM', 'X', 'X', 'X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'PUNCT', 'INTJ', 'X', 'X', 'X', 'X', 'X', 'X', 'PROPN', 'PUNCT']	['ROOT', 'fixed', 'nmod', 'fixed', 'fixed', 'fixed', 'parataxis', 'fixed', 'punct', 'conj', 'flat', 'flat', 'conj', 'punct', 'nsubj', 'punct', 'cc', 'conj', 'punct', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'flat', 'punct']	[['My', 'maxims', 'are,'], ['maxims', 'are,', 'and'], ['are,', 'and', 'will'], ['and', 'will', 'always'], ['will', 'always', 'be,'], ['always', 'be,', 'Truth'], ['be,', 'Truth', 'and'], ['Truth', 'and', 'Com'], ['and', 'Com', 'mon-sense'], ['Com', 'mon-sense', ';'], ['mon-sense', ';', 'making,'], [';', 'making,', 'of'], ['making,', 'of', 'course,'], ['of', 'course,', 'an'], ['course,', 'an', 'exception'], ['an', 'exception', 'with'], ['exception', 'with', 'regard'], ['with', 'regard', 'to'], ['regard', 'to', 'the'], ['to', 'the', 'Holy'], ['the', 'Holy', 'Scriptures.']]
11	"The origin of this fault may be traced to our children's poet, Van Alphen,1 in his very first line, about "" dear little babies."	droogstoppel	127	24	['X', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'ADP', 'X', 'X', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'PUNCT']	['nsubj', 'fixed', 'fixed', 'fixed', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'advcl', 'punct', 'nsubj', 'flat', 'case', 'det', 'fixed', 'obl', 'conj', 'punct', 'conj', 'punct', 'obj', 'fixed', 'ROOT', 'punct']	"[['The', 'origin', 'of'], ['origin', 'of', 'this'], ['of', 'this', 'fault'], ['this', 'fault', 'may'], ['fault', 'may', 'be'], ['may', 'be', 'traced'], ['be', 'traced', 'to'], ['traced', 'to', 'our'], ['to', 'our', ""children's""], ['our', ""children's"", 'poet,'], [""children's"", 'poet,', 'Van'], ['poet,', 'Van', 'Alphen,1'], ['Van', 'Alphen,1', 'in'], ['Alphen,1', 'in', 'his'], ['in', 'his', 'very'], ['his', 'very', 'first'], ['very', 'first', 'line,'], ['first', 'line,', 'about'], ['line,', 'about', '""'], ['about', '""', 'dear'], ['""', 'dear', 'little'], ['dear', 'little', 'babies.']]"
12	""" What the deuce could make that old gentleman declare himself to be an adorer of my little sister Gertrude, who had weak eyes, or of my brother Gerard, who always played with his nose ?"	droogstoppel	186	36	['PUNCT', 'X', 'X', 'X', 'NOUN', 'ADJ', 'NOUN', 'X', 'NOUN', 'ADJ', 'X', 'X', 'X', 'PROPN', 'X', 'CCONJ', 'X', 'X', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'AUX', 'NOUN', 'VERB', 'PUNCT', 'X', 'CCONJ', 'X', 'X', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'PUNCT']	['punct', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'det', 'fixed', 'fixed', 'appos', 'fixed', 'fixed', 'punct']	"[['""', 'What', 'the'], ['What', 'the', 'deuce'], ['the', 'deuce', 'could'], ['deuce', 'could', 'make'], ['could', 'make', 'that'], ['make', 'that', 'old'], ['that', 'old', 'gentleman'], ['old', 'gentleman', 'declare'], ['gentleman', 'declare', 'himself'], ['declare', 'himself', 'to'], ['himself', 'to', 'be'], ['to', 'be', 'an'], ['be', 'an', 'adorer'], ['an', 'adorer', 'of'], ['adorer', 'of', 'my'], ['of', 'my', 'little'], ['my', 'little', 'sister'], ['little', 'sister', 'Gertrude,'], ['sister', 'Gertrude,', 'who'], ['Gertrude,', 'who', 'had'], ['who', 'had', 'weak'], ['had', 'weak', 'eyes,'], ['weak', 'eyes,', 'or'], ['eyes,', 'or', 'of'], ['or', 'of', 'my'], ['of', 'my', 'brother'], ['my', 'brother', 'Gerard,'], ['brother', 'Gerard,', 'who'], ['Gerard,', 'who', 'always'], ['who', 'always', 'played'], ['always', 'played', 'with'], ['played', 'with', 'his'], ['with', 'his', 'nose'], ['his', 'nose', '?']]"
13	"and yet, he says, "" that he sang those poems in spired by love."	droogstoppel	63	14	['X', 'X', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'X', 'X', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'X', 'X', 'PUNCT']	['ROOT', 'fixed', 'punct', 'det', 'parataxis', 'punct', 'punct', 'parataxis', 'fixed', 'fixed', 'fixed', 'ROOT', 'case', 'obl', 'obl', 'fixed', 'punct']	"[['and', 'yet,', 'he'], ['yet,', 'he', 'says,'], ['he', 'says,', '""'], ['says,', '""', 'that'], ['""', 'that', 'he'], ['that', 'he', 'sang'], ['he', 'sang', 'those'], ['sang', 'those', 'poems'], ['those', 'poems', 'in'], ['poems', 'in', 'spired'], ['in', 'spired', 'by'], ['spired', 'by', 'love.']]"
14	""" I often thought when a child, "" My dear fellow, I should like to meet you once, and if you refused me the marbles which I should ask you for, or the initials of my name in chocolate-"	droogstoppel	184	39	['PUNCT', 'NOUN', 'VERB', 'NOUN', 'X', 'X', 'X', 'PUNCT', 'PUNCT', 'X', 'X', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'VERB', 'NOUN', 'VERB', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'CCONJ', 'X', 'NOUN', 'ADP', 'X']	['punct', 'nsubj', 'flat', 'flat', 'flat', 'cc', 'conj', 'fixed', 'punct', 'parataxis', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'flat', 'punct', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'flat', 'flat', 'ROOT', 'advmod', 'obl', 'fixed', 'punct', 'obl', 'fixed', 'fixed', 'cc', 'fixed', 'fixed', 'case', 'obl']	"[['""', 'I', 'often'], ['I', 'often', 'thought'], ['often', 'thought', 'when'], ['thought', 'when', 'a'], ['when', 'a', 'child,'], ['a', 'child,', '""'], ['child,', '""', 'My'], ['""', 'My', 'dear'], ['My', 'dear', 'fellow,'], ['dear', 'fellow,', 'I'], ['fellow,', 'I', 'should'], ['I', 'should', 'like'], ['should', 'like', 'to'], ['like', 'to', 'meet'], ['to', 'meet', 'you'], ['meet', 'you', 'once,'], ['you', 'once,', 'and'], ['once,', 'and', 'if'], ['and', 'if', 'you'], ['if', 'you', 'refused'], ['you', 'refused', 'me'], ['refused', 'me', 'the'], ['me', 'the', 'marbles'], ['the', 'marbles', 'which'], ['marbles', 'which', 'I'], ['which', 'I', 'should'], ['I', 'should', 'ask'], ['should', 'ask', 'you'], ['ask', 'you', 'for,'], ['you', 'for,', 'or'], ['for,', 'or', 'the'], ['or', 'the', 'initials'], ['the', 'initials', 'of'], ['initials', 'of', 'my'], ['of', 'my', 'name'], ['my', 'name', 'in'], ['name', 'in', 'chocolate-']]"
15	my name is Batavus —then I should believe you to be a liar.	droogstoppel	59	13	['X', 'NOUN', 'AUX', 'PROPN', 'NOUN', 'VERB', 'SYM', 'VERB', 'ADJ', 'X', 'X', 'X', 'X', 'VERB', 'PUNCT']	['advcl', 'fixed', 'aux', 'nsubj', 'obl', 'obl', 'nsubj', 'ROOT', 'amod', 'nsubj', 'fixed', 'fixed', 'cc', 'conj', 'punct']	[['my', 'name', 'is'], ['name', 'is', 'Batavus'], ['is', 'Batavus', '—then'], ['Batavus', '—then', 'I'], ['—then', 'I', 'should'], ['I', 'should', 'believe'], ['should', 'believe', 'you'], ['believe', 'you', 'to'], ['you', 'to', 'be'], ['to', 'be', 'a'], ['be', 'a', 'liar.']]
16	But I never saw Van Alphen; he was dead, I think, when he told us that my father was my best friend, and that my little dog was so grateful (we never kept any dogs, they are so very dirty) ; although I was much fonder of little Paul Winser, who lived near us in Batavier Street.	droogstoppel	278	57	['PROPN', 'PROPN', 'X', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'INTJ', 'AUX', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'X', 'X', 'X', 'AUX', 'X', 'ADJ', 'VERB', 'PUNCT', 'X', 'X', 'X', 'X', 'ADJ', 'AUX', 'PROPN', 'VERB', 'PUNCT', 'PRON', 'X', 'NOUN', 'X', 'ADV', 'PUNCT', 'NOUN', 'ADJ', 'X', 'X', 'X', 'PUNCT', 'PUNCT', 'VERB', 'NOUN', 'AUX', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']	['ROOT', 'flat', 'fixed', 'flat', 'parataxis', 'flat', 'punct', 'nsubj', 'cop', 'ROOT', 'punct', 'conj', 'fixed', 'punct', 'conj', 'parataxis', 'fixed', 'case', 'fixed', 'fixed', 'fixed', 'cop', 'advmod', 'advmod', 'conj', 'punct', 'obj', 'fixed', 'fixed', 'fixed', 'fixed', 'aux:pass', 'nsubj', 'conj', 'punct', 'nmod', 'amod', 'obl', 'fixed', 'parataxis', 'punct', 'parataxis', 'nmod', 'fixed', 'fixed', 'fixed', 'punct', 'punct', 'amod', 'nsubj', 'cop', 'nmod', 'ROOT', 'cc', 'conj', 'appos', 'flat', 'punct', 'nsubj', 'conj', 'appos', 'amod', 'case', 'nmod', 'flat', 'punct']	[['But', 'I', 'never'], ['I', 'never', 'saw'], ['never', 'saw', 'Van'], ['saw', 'Van', 'Alphen;'], ['Van', 'Alphen;', 'he'], ['Alphen;', 'he', 'was'], ['he', 'was', 'dead,'], ['was', 'dead,', 'I'], ['dead,', 'I', 'think,'], ['I', 'think,', 'when'], ['think,', 'when', 'he'], ['when', 'he', 'told'], ['he', 'told', 'us'], ['told', 'us', 'that'], ['us', 'that', 'my'], ['that', 'my', 'father'], ['my', 'father', 'was'], ['father', 'was', 'my'], ['was', 'my', 'best'], ['my', 'best', 'friend,'], ['best', 'friend,', 'and'], ['friend,', 'and', 'that'], ['and', 'that', 'my'], ['that', 'my', 'little'], ['my', 'little', 'dog'], ['little', 'dog', 'was'], ['dog', 'was', 'so'], ['was', 'so', 'grateful'], ['so', 'grateful', '(we'], ['grateful', '(we', 'never'], ['(we', 'never', 'kept'], ['never', 'kept', 'any'], ['kept', 'any', 'dogs,'], ['any', 'dogs,', 'they'], ['dogs,', 'they', 'are'], ['they', 'are', 'so'], ['are', 'so', 'very'], ['so', 'very', 'dirty)'], ['very', 'dirty)', ';'], ['dirty)', ';', 'although'], [';', 'although', 'I'], ['although', 'I', 'was'], ['I', 'was', 'much'], ['was', 'much', 'fonder'], ['much', 'fonder', 'of'], ['fonder', 'of', 'little'], ['of', 'little', 'Paul'], ['little', 'Paul', 'Winser,'], ['Paul', 'Winser,', 'who'], ['Winser,', 'who', 'lived'], ['who', 'lived', 'near'], ['lived', 'near', 'us'], ['near', 'us', 'in'], ['us', 'in', 'Batavier'], ['in', 'Batavier', 'Street.']]
17	"And yet in this manner education goes on : —"" The new little sister came from the vegetable-woman in a big cabbage."""	droogstoppel	116	22	['PROPN', 'X', 'ADP', 'ADJ', 'NOUN', 'X', 'X', 'ADV', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN', 'X', 'X', 'ADJ', 'X', 'X', 'X', 'NOUN', 'ADP', 'X', 'X', 'X', 'PUNCT', 'PUNCT']	['nsubj', 'flat', 'case', 'amod', 'nmod', 'nmod', 'ROOT', 'advmod', 'punct', 'parataxis', 'punct', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'punct']	"[['And', 'yet', 'in'], ['yet', 'in', 'this'], ['in', 'this', 'manner'], ['this', 'manner', 'education'], ['manner', 'education', 'goes'], ['education', 'goes', 'on'], ['goes', 'on', ':'], ['on', ':', '—""'], [':', '—""', 'The'], ['—""', 'The', 'new'], ['The', 'new', 'little'], ['new', 'little', 'sister'], ['little', 'sister', 'came'], ['sister', 'came', 'from'], ['came', 'from', 'the'], ['from', 'the', 'vegetable-woman'], ['the', 'vegetable-woman', 'in'], ['vegetable-woman', 'in', 'a'], ['in', 'a', 'big'], ['a', 'big', 'cabbage.""']]"
18	""" All Dutchmen are brave and gener ous."""	droogstoppel	40	8	['PUNCT', 'PROPN', 'PROPN', 'ADJ', 'ADJ', 'X', 'X', 'ADJ', 'PUNCT', 'PUNCT']	['punct', 'ROOT', 'flat', 'nmod', 'fixed', 'obl', 'flat', 'flat', 'punct', 'punct']	"[['""', 'All', 'Dutchmen'], ['All', 'Dutchmen', 'are'], ['Dutchmen', 'are', 'brave'], ['are', 'brave', 'and'], ['brave', 'and', 'gener'], ['and', 'gener', 'ous.""']]"
19	""" The Romans were glad that the Batavians allowed them to live."""	droogstoppel	64	12	['PUNCT', 'PROPN', 'PROPN', 'ADJ', 'ADJ', 'NOUN', 'X', 'X', 'VERB', 'NOUN', 'X', 'X', 'PUNCT', 'PUNCT']	['punct', 'nmod', 'flat', 'amod', 'amod', 'nsubj', 'appos', 'fixed', 'ROOT', 'obj', 'obj', 'fixed', 'punct', 'punct']	"[['""', 'The', 'Romans'], ['The', 'Romans', 'were'], ['Romans', 'were', 'glad'], ['were', 'glad', 'that'], ['glad', 'that', 'the'], ['that', 'the', 'Batavians'], ['the', 'Batavians', 'allowed'], ['Batavians', 'allowed', 'them'], ['allowed', 'them', 'to'], ['them', 'to', 'live.""']]"
20	""" The Bey of Tunis got a colic when he heard the Dutch colours flapping."""	droogstoppel	73	15	['PUNCT', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'X', 'NOUN', 'VERB', 'INTJ', 'X', 'X', 'X', 'X', 'NOUN', 'PUNCT', 'PUNCT']	['punct', 'nsubj', 'flat', 'flat', 'flat', 'ROOT', 'cc', 'conj', 'obj', 'compound:prt', 'fixed', 'obj', 'fixed', 'fixed', 'obj', 'punct', 'punct']	"[['""', 'The', 'Bey'], ['The', 'Bey', 'of'], ['Bey', 'of', 'Tunis'], ['of', 'Tunis', 'got'], ['Tunis', 'got', 'a'], ['got', 'a', 'colic'], ['a', 'colic', 'when'], ['colic', 'when', 'he'], ['when', 'he', 'heard'], ['he', 'heard', 'the'], ['heard', 'the', 'Dutch'], ['the', 'Dutch', 'colours'], ['Dutch', 'colours', 'flapping.""']]"
21	""" The Duke of Alva was a monster."""	droogstoppel	34	8	['PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'X', 'NOUN', 'PUNCT', 'PUNCT']	['punct', 'ROOT', 'flat', 'flat', 'flat', 'flat', 'fixed', 'fixed', 'punct', 'punct']	"[['""', 'The', 'Duke'], ['The', 'Duke', 'of'], ['Duke', 'of', 'Alva'], ['of', 'Alva', 'was'], ['Alva', 'was', 'a'], ['was', 'a', 'monster.""']]"
22	"* "" The ebb-tide (in 1672, I believe) lasted a little longer than usual, only to protect the Netherlands."	droogstoppel	105	19	['PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'NUM', 'PUNCT', 'SYM', 'ADJ', 'PUNCT', 'ADJ', 'X', 'X', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'PUNCT']	['punct', 'punct', 'ROOT', 'flat', 'punct', 'case', 'nmod', 'punct', 'conj', 'fixed', 'punct', 'fixed', 'fixed', 'fixed', 'flat', 'fixed', 'flat', 'punct', 'appos', 'fixed', 'fixed', 'fixed', 'flat', 'punct']	"[['*', '""', 'The'], ['""', 'The', 'ebb-tide'], ['The', 'ebb-tide', '(in'], ['ebb-tide', '(in', '1672,'], ['(in', '1672,', 'I'], ['1672,', 'I', 'believe)'], ['I', 'believe)', 'lasted'], ['believe)', 'lasted', 'a'], ['lasted', 'a', 'little'], ['a', 'little', 'longer'], ['little', 'longer', 'than'], ['longer', 'than', 'usual,'], ['than', 'usual,', 'only'], ['usual,', 'only', 'to'], ['only', 'to', 'protect'], ['to', 'protect', 'the'], ['protect', 'the', 'Netherlands.']]"
23	Holland has remained Holland because our forefathers knew how to manage their affairs, and because they had the true religion—that is the reason.	droogstoppel	145	23	['PROPN', 'PROPN', 'VERB', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'X', 'X', 'X', 'ADJ', 'NOUN', 'PUNCT', 'X', 'ADJ', 'NOUN', 'AUX', 'X', 'X', 'X', 'AUX', 'X', 'X', 'PUNCT']	['nsubj', 'flat', 'ROOT', 'obj', 'fixed', 'obj', 'obj', 'nsubj', 'appos', 'det', 'nmod', 'amod', 'nmod', 'punct', 'appos', 'fixed', 'nmod', 'aux', 'obl', 'fixed', 'nsubj', 'cop', 'ROOT', 'fixed', 'punct']	[['Holland', 'has', 'remained'], ['has', 'remained', 'Holland'], ['remained', 'Holland', 'because'], ['Holland', 'because', 'our'], ['because', 'our', 'forefathers'], ['our', 'forefathers', 'knew'], ['forefathers', 'knew', 'how'], ['knew', 'how', 'to'], ['how', 'to', 'manage'], ['to', 'manage', 'their'], ['manage', 'their', 'affairs,'], ['their', 'affairs,', 'and'], ['affairs,', 'and', 'because'], ['and', 'because', 'they'], ['because', 'they', 'had'], ['they', 'had', 'the'], ['had', 'the', 'true'], ['the', 'true', 'religion—that'], ['true', 'religion—that', 'is'], ['religion—that', 'is', 'the'], ['is', 'the', 'reason.']]
24	And then came other lies.	droogstoppel	25	5	['PROPN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'PUNCT']	['nsubj', 'ROOT', 'amod', 'obj', 'xcomp', 'punct']	[['And', 'then', 'came'], ['then', 'came', 'other'], ['came', 'other', 'lies.']]
25	"""A girl is an angel."	droogstoppel	20	5	['PUNCT', 'X', 'NOUN', 'AUX', 'INTJ', 'NOUN', 'PUNCT']	['punct', 'nmod:poss', 'nsubj', 'aux:pass', 'nsubj', 'ROOT', 'punct']	"[['""A', 'girl', 'is'], ['girl', 'is', 'an'], ['is', 'an', 'angel.']]"
26	""" Whoever first discovered that never had any sisters."	droogstoppel	54	9	['PUNCT', 'ADV', 'NOUN', 'ADV', 'NOUN', 'X', 'VERB', 'DET', 'NOUN', 'PUNCT']	['punct', 'nsubj', 'nsubj', 'case', 'obl', 'nmod', 'ROOT', 'nsubj', 'obj', 'punct']	"[['""', 'Whoever', 'first'], ['Whoever', 'first', 'discovered'], ['first', 'discovered', 'that'], ['discovered', 'that', 'never'], ['that', 'never', 'had'], ['never', 'had', 'any'], ['had', 'any', 'sisters.']]"
27	Love is a bliss ; you fly with some dear object or other to the end of the earth.	droogstoppel	81	19	['X', 'AUX', 'X', 'X', 'PUNCT', 'X', 'PROPN', 'X', 'X', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'PROPN', 'PROPN', 'X', 'X', 'PUNCT']	['nsubj', 'cop', 'case', 'ROOT', 'punct', 'obj', 'fixed', 'fixed', 'fixed', 'ROOT', 'nsubj', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct']	[['Love', 'is', 'a'], ['is', 'a', 'bliss'], ['a', 'bliss', ';'], ['bliss', ';', 'you'], [';', 'you', 'fly'], ['you', 'fly', 'with'], ['fly', 'with', 'some'], ['with', 'some', 'dear'], ['some', 'dear', 'object'], ['dear', 'object', 'or'], ['object', 'or', 'other'], ['or', 'other', 'to'], ['other', 'to', 'the'], ['to', 'the', 'end'], ['the', 'end', 'of'], ['end', 'of', 'the'], ['of', 'the', 'earth.']]
28	The earth has no end, and such love is all nonsense.	droogstoppel	52	11	['PROPN', 'PROPN', 'PRON', 'DET', 'ADJ', 'PUNCT', 'X', 'X', 'X', 'AUX', 'ADV', 'ADJ', 'PUNCT']	['nsubj', 'flat', 'flat', 'fixed', 'parataxis', 'punct', 'conj', 'fixed', 'fixed', 'cop', 'advmod', 'ROOT', 'punct']	[['The', 'earth', 'has'], ['earth', 'has', 'no'], ['has', 'no', 'end,'], ['no', 'end,', 'and'], ['end,', 'and', 'such'], ['and', 'such', 'love'], ['such', 'love', 'is'], ['love', 'is', 'all'], ['is', 'all', 'nonsense.']]
29	Nobody can say that I do not live on good terms with my wife,—she is a daughter of Last and Co., coffee-brokers,—nobody can find fault with our marriage.	droogstoppel	153	28	['PROPN', 'X', 'X', 'X', 'SYM', 'X', 'X', 'X', 'X', 'X', 'ADJ', 'X', 'X', 'SYM', 'AUX', 'X', 'X', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'X', 'X', 'NOUN', 'X', 'X', 'X', 'NOUN', 'PUNCT']	['obl', 'fixed', 'fixed', 'fixed', 'appos', 'fixed', 'fixed', 'fixed', 'fixed', 'nmod', 'advmod', 'fixed', 'ROOT', 'fixed', 'cop', 'cc', 'nmod', 'cc', 'conj', 'flat', 'flat', 'punct', 'conj', 'fixed', 'obl', 'ROOT', 'appos', 'fixed', 'obj', 'punct']	[['Nobody', 'can', 'say'], ['can', 'say', 'that'], ['say', 'that', 'I'], ['that', 'I', 'do'], ['I', 'do', 'not'], ['do', 'not', 'live'], ['not', 'live', 'on'], ['live', 'on', 'good'], ['on', 'good', 'terms'], ['good', 'terms', 'with'], ['terms', 'with', 'my'], ['with', 'my', 'wife,—she'], ['my', 'wife,—she', 'is'], ['wife,—she', 'is', 'a'], ['is', 'a', 'daughter'], ['a', 'daughter', 'of'], ['daughter', 'of', 'Last'], ['of', 'Last', 'and'], ['Last', 'and', 'Co.,'], ['and', 'Co.,', 'coffee-brokers,—nobody'], ['Co.,', 'coffee-brokers,—nobody', 'can'], ['coffee-brokers,—nobody', 'can', 'find'], ['can', 'find', 'fault'], ['find', 'fault', 'with'], ['fault', 'with', 'our'], ['with', 'our', 'marriage.']]
30	"I am a member of the fashionable "" Artis "" club,1 and she has an Indian shawl which cost £7, 13s."	droogstoppel	97	21	['PROPN', 'X', 'X', 'X', 'CCONJ', 'X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PRON', 'VERB', 'PROPN', 'NUM', 'PUNCT', 'ADJ', 'PUNCT']	['ROOT', 'flat', 'cc', 'conj', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'punct', 'appos', 'fixed', 'fixed', 'fixed', 'case', 'parataxis', 'flat', 'advmod', 'ROOT', 'nsubj', 'flat', 'punct', 'conj', 'punct']	"[['I', 'am', 'a'], ['am', 'a', 'member'], ['a', 'member', 'of'], ['member', 'of', 'the'], ['of', 'the', 'fashionable'], ['the', 'fashionable', '""'], ['fashionable', '""', 'Artis'], ['""', 'Artis', '""'], ['Artis', '""', 'club,1'], ['""', 'club,1', 'and'], ['club,1', 'and', 'she'], ['and', 'she', 'has'], ['she', 'has', 'an'], ['has', 'an', 'Indian'], ['an', 'Indian', 'shawl'], ['Indian', 'shawl', 'which'], ['shawl', 'which', 'cost'], ['which', 'cost', '£7,'], ['cost', '£7,', '13s.']]"
31	but yet we never in dulged in such a foolish love as would have urged us to fly to the extremities of the earth.	droogstoppel	112	24	['NOUN', 'VERB', 'PRON', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'X', 'X', 'X', 'NOUN', 'NOUN', 'ADP', 'X', 'X', 'X', 'X', 'X', 'X', 'CCONJ', 'X', 'X', 'PUNCT']	['obj', 'ROOT', 'nsubj', 'advmod', 'case', 'obl', 'case', 'nmod', 'cc', 'conj', 'fixed', 'fixed', 'fixed', 'nmod', 'case', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nmod', 'punct']	[['but', 'yet', 'we'], ['yet', 'we', 'never'], ['we', 'never', 'in'], ['never', 'in', 'dulged'], ['in', 'dulged', 'in'], ['dulged', 'in', 'such'], ['in', 'such', 'a'], ['such', 'a', 'foolish'], ['a', 'foolish', 'love'], ['foolish', 'love', 'as'], ['love', 'as', 'would'], ['as', 'would', 'have'], ['would', 'have', 'urged'], ['have', 'urged', 'us'], ['urged', 'us', 'to'], ['us', 'to', 'fly'], ['to', 'fly', 'to'], ['fly', 'to', 'the'], ['to', 'the', 'extremities'], ['the', 'extremities', 'of'], ['extremities', 'of', 'the'], ['of', 'the', 'earth.']]
32	When we married, we made an excursion to the Hague.	droogstoppel	51	10	['VERB', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'X', 'X', 'X', 'X', 'PROPN', 'PUNCT']	['ROOT', 'nsubj', 'obj', 'punct', 'nsubj', 'parataxis', 'nsubj', 'fixed', 'fixed', 'fixed', 'fixed', 'punct']	[['When', 'we', 'married,'], ['we', 'married,', 'we'], ['married,', 'we', 'made'], ['we', 'made', 'an'], ['made', 'an', 'excursion'], ['an', 'excursion', 'to'], ['excursion', 'to', 'the'], ['to', 'the', 'Hague.']]
33	She there bought some flannel, of which I still wear shirts ; and further our love has never driven us.	droogstoppel	103	20	['DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'SYM', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'X', 'ADV', 'NOUN', 'PUNCT']	['det', 'amod', 'nsubj', 'nmod', 'ROOT', 'punct', 'cc', 'conj', 'nsubj', 'fixed', 'ROOT', 'obj', 'punct', 'ROOT', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'parataxis', 'punct']	[['She', 'there', 'bought'], ['there', 'bought', 'some'], ['bought', 'some', 'flannel,'], ['some', 'flannel,', 'of'], ['flannel,', 'of', 'which'], ['of', 'which', 'I'], ['which', 'I', 'still'], ['I', 'still', 'wear'], ['still', 'wear', 'shirts'], ['wear', 'shirts', ';'], ['shirts', ';', 'and'], [';', 'and', 'further'], ['and', 'further', 'our'], ['further', 'our', 'love'], ['our', 'love', 'has'], ['love', 'has', 'never'], ['has', 'never', 'driven'], ['never', 'driven', 'us.']]
34	So, I say, it is all nonsense and lies !	droogstoppel	40	10	['PROPN', 'PUNCT', 'SYM', 'SYM', 'PUNCT', 'NOUN', 'AUX', 'ADP', 'ADJ', 'X', 'X', 'PUNCT']	['parataxis', 'punct', 'parataxis', 'fixed', 'punct', 'nsubj', 'cop', 'advmod', 'fixed', 'fixed', 'ROOT', 'punct']	[['So,', 'I', 'say,'], ['I', 'say,', 'it'], ['say,', 'it', 'is'], ['it', 'is', 'all'], ['is', 'all', 'nonsense'], ['all', 'nonsense', 'and'], ['nonsense', 'and', 'lies'], ['and', 'lies', '!']]
